Entity,Country Code,Year,Homiciderate
Hungary,HUN,1994,3.026367
Hungary,HUN,1995,2.8662257
Hungary,HUN,1996,2.6289577
Hungary,HUN,1997,2.8095841
Hungary,HUN,1998,2.8164988
Hungary,HUN,1999,2.4730563
Hungary,HUN,2000,2.0093992
Hungary,HUN,2001,2.4955897
Hungary,HUN,2002,2.000315
Hungary,HUN,2003,2.253396
Hungary,HUN,2004,2.070436
Hungary,HUN,2005,1.6280298
Hungary,HUN,2006,1.7301275
Hungary,HUN,2007,1.5336856
Hungary,HUN,2008,1.8057547
Hungary,HUN,2009,1.3888085
Hungary,HUN,2010,1.3818206
Hungary,HUN,2011,1.4568114
Hungary,HUN,2012,1.249732
Hungary,HUN,2013,1.5563983
Hungary,HUN,2014,1.4795446
Hungary,HUN,2015,2.2449663
Hungary,HUN,2016,2.0580525
Hungary,HUN,2017,1.6344975
Hungary,HUN,2018,0.87967324
Hungary,HUN,2019,0.65494615
Hungary,HUN,2020,0.8204647
Hungary,HUN,2021,0.7724166






Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0.37155867
Iceland,ISL,1997,0.7370405
Iceland,ISL,1998,0
Iceland,ISL,1999,0.7203936
Iceland,ISL,2000,1.7764387
Iceland,ISL,2001,0.35058442
Iceland,ISL,2002,1.3898637
Iceland,ISL,2005,1.010004
Iceland,ISL,2006,0
Iceland,ISL,2007,0.6413278
Iceland,ISL,2008,0
Iceland,ISL,2009,0.3136758
Iceland,ISL,2010,0.6282729
Iceland,ISL,2011,0.93957585
Iceland,ISL,2012,0.3115464
Iceland,ISL,2013,0.30861863
Iceland,ISL,2014,0.3052098
Iceland,ISL,2015,0.9061815
Iceland,ISL,2016,0.29790765
Iceland,ISL,2017,0.87302697
Iceland,ISL,2018,0.8499884
Iceland,ISL,2019,0.27718145
Iceland,ISL,2020,1.3636277
Iceland,ISL,2021,0.5400516





India,IND,1990,5.0734553
India,IND,1991,5.46425
India,IND,1992,5.474815
India,IND,1993,5.175898
India,IND,1994,5.020619
India,IND,1995,4.810433
India,IND,1996,4.7709646
India,IND,1997,4.7307525
India,IND,1998,4.825762
India,IND,1999,4.5921187
India,IND,2000,4.5456276
India,IND,2001,4.3022475
India,IND,2002,4.1642046
India,IND,2003,3.967281
India,IND,2004,4.0914764
India,IND,2005,3.9055507
India,IND,2006,3.8350396
India,IND,2007,3.8129203
India,IND,2008,3.8118565
India,IND,2009,3.744892
India,IND,2010,3.744921
India,IND,2011,3.788104
India,IND,2012,3.7252629
India,IND,2013,3.5533159
India,IND,2014,3.6225762
India,IND,2015,3.3543067
India,IND,2016,3.1614263
India,IND,2017,3.0288827
India,IND,2018,2.993784
India,IND,2019,2.926661
India,IND,2020,2.9111555
India,IND,2021,2.9362788




Israel,ISR,1990,3.0604253
Israel,ISR,1991,2.2659166
Israel,ISR,1992,2.933424
Israel,ISR,1993,2.7047775
Israel,ISR,1994,2.6186373
Israel,ISR,1995,2.0442677
Israel,ISR,1996,2.0846345
Israel,ISR,1997,2.7162166
Israel,ISR,1998,2.5044706
Israel,ISR,1999,2.2855854
Israel,ISR,2000,2.5175912
Israel,ISR,2001,3.0939493
Israel,ISR,2002,3.272142
Israel,ISR,2003,2.6405542
Israel,ISR,2004,2.4105568
Israel,ISR,2005,2.517082
Israel,ISR,2006,2.2394361
Israel,ISR,2007,1.9418864
Israel,ISR,2008,1.6962277
Israel,ISR,2009,2.0000827
Israel,ISR,2010,2.046819
Israel,ISR,2011,1.9705757
Israel,ISR,2012,1.6859617
Israel,ISR,2013,1.6436564
Israel,ISR,2014,1.3733737
Israel,ISR,2015,1.3736645
Israel,ISR,2016,1.2746646
Israel,ISR,2017,1.4802767
Israel,ISR,2018,1.3717287
Israel,ISR,2019,1.5334716
Israel,ISR,2020,1.4273497
Israel,ISR,2021,1.9438074








Italy,ITA,1990,3.160868
Italy,ITA,1991,3.412303
Italy,ITA,1992,2.5970743
Italy,ITA,1993,1.8832606
Italy,ITA,1994,1.7034721
Italy,ITA,1995,1.7790239
Italy,ITA,1996,1.6748984
Italy,ITA,1997,1.5335753
Italy,ITA,1998,1.5613272
Italy,ITA,1999,1.4382281
Italy,ITA,2000,1.3446523
Italy,ITA,2001,1.243969
Italy,ITA,2002,1.1276963
Italy,ITA,2005,1.0481122
Italy,ITA,2006,1.0696578
Italy,ITA,2007,1.0735221
Italy,ITA,2008,1.0384264
Italy,ITA,2009,0.99055046
Italy,ITA,2010,0.8842834
Italy,ITA,2011,0.9196023
Italy,ITA,2012,0.8805428
Italy,ITA,2013,0.8323302
Italy,ITA,2014,0.7874304
Italy,ITA,2015,0.77864414
Italy,ITA,2016,0.6720047
Italy,ITA,2017,0.6266246
Italy,ITA,2018,0.5995582
Italy,ITA,2019,0.53073996
Italy,ITA,2020,0.47898695
Italy,ITA,2021,0.51147586





Latvia,LVA,1992,9.726298
Latvia,LVA,1993,14.665265
Latvia,LVA,1994,13.35147
Latvia,LVA,1995,11.205569
Latvia,LVA,1996,10.574965
Latvia,LVA,1997,10.884881
Latvia,LVA,1998,10.152956
Latvia,LVA,1999,9.438043
Latvia,LVA,2000,9.947631
Latvia,LVA,2001,9.282613
Latvia,LVA,2002,9.199775
Latvia,LVA,2012,3.4085884
Latvia,LVA,2013,2.461252
Latvia,LVA,2014,3.1824346
Latvia,LVA,2015,3.3635306
Latvia,LVA,2016,3.496369
Latvia,LVA,2017,4.143514
Latvia,LVA,2018,4.339671
Latvia,LVA,2019,3.391501
Latvia,LVA,2020,3.6899357
Latvia,LVA,2021,3.0417538







Lithuania,LTU,1990,4.7545505
Lithuania,LTU,1991,5.6413393
Lithuania,LTU,1992,7.0078535
Lithuania,LTU,1993,10.980519
Lithuania,LTU,1994,12.332725
Lithuania,LTU,1995,13.396428
Lithuania,LTU,1996,10.881183
Lithuania,LTU,1997,10.582167
Lithuania,LTU,1998,8.484493
Lithuania,LTU,1999,8.503158
Lithuania,LTU,2000,10.278815
Lithuania,LTU,2001,9.915335
Lithuania,LTU,2002,8.33381
Lithuania,LTU,2004,10.021647
Lithuania,LTU,2005,11.027016
Lithuania,LTU,2006,8.667046
Lithuania,LTU,2007,8.46469
Lithuania,LTU,2008,9.242094
Lithuania,LTU,2009,7.9233346
Lithuania,LTU,2010,6.976703
Lithuania,LTU,2011,6.806896
Lithuania,LTU,2012,6.5941076
Lithuania,LTU,2013,6.5385604
Lithuania,LTU,2014,5.3089767
Lithuania,LTU,2015,5.80343
Lithuania,LTU,2016,5.2153044
Lithuania,LTU,2017,3.4429927
Lithuania,LTU,2018,3.1987455
Lithuania,LTU,2019,3.299307
Lithuania,LTU,2020,3.5812218
Lithuania,LTU,2021,2.5837471







Luxembourg,LUX,1994,1.4923759
Luxembourg,LUX,1995,0.4906344
Luxembourg,LUX,1996,0.9680507
Luxembourg,LUX,1997,0.9559967
Luxembourg,LUX,1998,0.94434613
Luxembourg,LUX,1999,1.3974662
Luxembourg,LUX,2000,0.9182146
Luxembourg,LUX,2001,2.0396624
Luxembourg,LUX,2002,1.3455554
Luxembourg,LUX,2003,0.66467047
Luxembourg,LUX,2004,0.43688297
Luxembourg,LUX,2005,0.86047506
Luxembourg,LUX,2006,1.4817841
Luxembourg,LUX,2007,1.458733
Luxembourg,LUX,2008,1.6372122
Luxembourg,LUX,2009,1.0042822
Luxembourg,LUX,2010,1.9721162
Luxembourg,LUX,2011,0.7718938
Luxembourg,LUX,2012,0
Luxembourg,LUX,2013,0.18413985
Luxembourg,LUX,2014,0.71933454
Luxembourg,LUX,2015,0.87810576
Luxembourg,LUX,2016,0.8571169
Luxembourg,LUX,2017,0.3354115
Luxembourg,LUX,2018,0.49349168
Luxembourg,LUX,2019,0.6451894
Luxembourg,LUX,2020,0.4758887
Luxembourg,LUX,2021,0.6256638







Malaysia,MYS,1990,1.7868301
Malaysia,MYS,1991,2.1312654
Malaysia,MYS,1992,1.9755263
Malaysia,MYS,1993,1.8897561
Malaysia,MYS,1994,1.7152743
Malaysia,MYS,1995,1.9665402
Malaysia,MYS,1996,2.1605632
Malaysia,MYS,1997,2.5412748
Malaysia,MYS,1998,2.8839264
Malaysia,MYS,1999,2.6286786
Malaysia,MYS,2000,2.4013789
Malaysia,MYS,2001,2.1960268
Malaysia,MYS,2002,2.3402767
Malaysia,MYS,2003,2.2838054
Malaysia,MYS,2004,1.9618487
Malaysia,MYS,2005,2.329929
Malaysia,MYS,2006,2.21808
Malaysia,MYS,2007,2.406561
Malaysia,MYS,2008,2.1580162
Malaysia,MYS,2009,1.9881488
Malaysia,MYS,2010,1.8803715
Malaysia,MYS,2011,1.8160553
Malaysia,MYS,2012,2.0296552
Malaysia,MYS,2013,2.0806503
Malaysia,MYS,2014,1.666315
Malaysia,MYS,2015,1.6028925
Malaysia,MYS,2016,1.446406
Malaysia,MYS,2017,1.1852711
Malaysia,MYS,2018,0.996936
Malaysia,MYS,2019,0.94500613
Malaysia,MYS,2020,0.76204836
Malaysia,MYS,2021,0.72377706


















Mexico,MEX,1990,17.734856
Mexico,MEX,1991,18.149622
Mexico,MEX,1992,19.523924
Mexico,MEX,1993,18.511583
Mexico,MEX,1994,17.934782
Mexico,MEX,1995,17.352533
Mexico,MEX,1996,15.837478
Mexico,MEX,1997,14.54341
Mexico,MEX,1998,14.410036
Mexico,MEX,1999,12.71503
Mexico,MEX,2000,10.970289
Mexico,MEX,2001,10.347677
Mexico,MEX,2002,9.9963255
Mexico,MEX,2003,9.847764
Mexico,MEX,2004,8.974869
Mexico,MEX,2005,9.408928
Mexico,MEX,2006,9.77857
Mexico,MEX,2007,8.187218
Mexico,MEX,2008,12.769354
Mexico,MEX,2009,17.8326
Mexico,MEX,2010,22.88852
Mexico,MEX,2011,23.839584
Mexico,MEX,2012,22.432549
Mexico,MEX,2013,19.663113
Mexico,MEX,2014,16.849691
Mexico,MEX,2015,17.28008
Mexico,MEX,2016,20.209972
Mexico,MEX,2017,26.114616
Mexico,MEX,2018,29.581371
Mexico,MEX,2019,29.308798
Mexico,MEX,2020,29.185314
Mexico,MEX,2021,28.175653







Moldova,MDA,1990,6.4729276
Moldova,MDA,1991,6.4574633
Moldova,MDA,1992,11.101465
Moldova,MDA,1993,8.612078
Moldova,MDA,1994,8.945886
Moldova,MDA,1995,9.010964
Moldova,MDA,1996,9.028948
Moldova,MDA,1997,9.42239
Moldova,MDA,1998,8.613691
Moldova,MDA,1999,9.084704
Moldova,MDA,2000,10.184465
Moldova,MDA,2001,9.784547
Moldova,MDA,2002,9.668144
Moldova,MDA,2003,7.791925
Moldova,MDA,2004,6.844584
Moldova,MDA,2005,7.3974442
Moldova,MDA,2006,6.6451116
Moldova,MDA,2007,5.5973377
Moldova,MDA,2008,6.1902905
Moldova,MDA,2009,6.560888
Moldova,MDA,2010,7.2046385
Moldova,MDA,2011,6.0081334
Moldova,MDA,2012,6.529443
Moldova,MDA,2013,6.7027063
Moldova,MDA,2014,4.822761
Moldova,MDA,2015,5.7667875
Moldova,MDA,2016,6.201314
Moldova,MDA,2017,4.4332566
Moldova,MDA,2018,5.283533
Moldova,MDA,2019,3.8913121
Moldova,MDA,2020,3.0147362


























Netherlands,NLD,1990,0.90333945
Netherlands,NLD,1991,1.1763468
Netherlands,NLD,1992,1.2738698
Netherlands,NLD,1993,1.2589267
Netherlands,NLD,1994,1.1140443
Netherlands,NLD,1995,1.2494603
Netherlands,NLD,1996,1.3579073
Netherlands,NLD,1997,1.3307823
Netherlands,NLD,1998,1.1194081
Netherlands,NLD,1999,1.2837956
Netherlands,NLD,2000,1.1321371
Netherlands,NLD,2001,1.2639507
Netherlands,NLD,2002,1.2144206
Netherlands,NLD,2003,1.2525128
Netherlands,NLD,2004,1.1793009
Netherlands,NLD,2005,1.0699902
Netherlands,NLD,2006,0.784041
Netherlands,NLD,2007,0.8724176
Netherlands,NLD,2008,0.9112575
Netherlands,NLD,2009,0.93128973
Netherlands,NLD,2010,0.8665763
Netherlands,NLD,2011,0.85621196
Netherlands,NLD,2012,0.86385113
Netherlands,NLD,2013,0.7410766
Netherlands,NLD,2014,0.725489
Netherlands,NLD,2015,0.610289
Netherlands,NLD,2016,0.548921
Netherlands,NLD,2017,0.76712084
Netherlands,NLD,2018,0.5785014
Netherlands,NLD,2019,0.62776226
Netherlands,NLD,2020,0.61372364
Netherlands,NLD,2021,0.65136546













Norway,NOR,1990,1.1080631
Norway,NOR,1991,1.1731894
Norway,NOR,1992,1.0731223
Norway,NOR,1993,0.8812338
Norway,NOR,1994,0.7609403
Norway,NOR,1995,0.96345025
Norway,NOR,1996,0.98139685
Norway,NOR,1997,0.8625908
Norway,NOR,1998,0.8574635
Norway,NOR,1999,0.73955506
Norway,NOR,2000,1.0687563
Norway,NOR,2001,0.81966907
Norway,NOR,2002,1.0135647
Norway,NOR,2004,0.7839248
Norway,NOR,2005,0.71371585
Norway,NOR,2006,0.7079893
Norway,NOR,2007,0.63699996
Norway,NOR,2008,0.71298945
Norway,NOR,2009,0.6005136
Norway,NOR,2010,0.59307843
Norway,NOR,2011,2.2408123
Norway,NOR,2012,0.53794974
Norway,NOR,2013,0.90539265
Norway,NOR,2014,0.56443036
Norway,NOR,2015,0.462396
Norway,NOR,2016,0.51560277
Norway,NOR,2017,0.530565
Norway,NOR,2018,0.47060418
Norway,NOR,2019,0.5235329
Norway,NOR,2020,0.5762254
Norway,NOR,2021,0.5367368














Pakistan,PAK,1990,7.112651
Pakistan,PAK,1996,6.603281
Pakistan,PAK,1997,6.583162
Pakistan,PAK,1998,7.043081
Pakistan,PAK,1999,6.2340317
Pakistan,PAK,2000,5.7692585
Pakistan,PAK,2001,6.025083
Pakistan,PAK,2002,5.7980137
Pakistan,PAK,2003,5.600543
Pakistan,PAK,2004,5.633799
Pakistan,PAK,2005,5.6098423
Pakistan,PAK,2006,5.6427255
Pakistan,PAK,2007,5.8024063
Pakistan,PAK,2008,6.485706
Pakistan,PAK,2009,6.5699496
Pakistan,PAK,2010,6.7830777
Pakistan,PAK,2011,6.978756
Pakistan,PAK,2012,6.847477
Pakistan,PAK,2013,6.78736
Pakistan,PAK,2014,6.37498
Pakistan,PAK,2015,4.496389
Pakistan,PAK,2016,3.9882948
Pakistan,PAK,2017,3.8058107
Pakistan,PAK,2018,3.7504869
Pakistan,PAK,2019,3.6512518
Pakistan,PAK,2020,3.7368493
Pakistan,PAK,2021,3.9787881







Philippines,PHL,1990,15.076618
Philippines,PHL,1991,13.81192
Philippines,PHL,1992,12.848694
Philippines,PHL,1993,11.739725
Philippines,PHL,1994,9.528416
Philippines,PHL,1998,7.9377737
Philippines,PHL,1999,7.479436
Philippines,PHL,2000,7.3565044
Philippines,PHL,2001,7.3493505
Philippines,PHL,2002,8.061701
Philippines,PHL,2007,6.6568875
Philippines,PHL,2008,6.3779197
Philippines,PHL,2009,9.77762
Philippines,PHL,2010,9.134934
Philippines,PHL,2011,8.811692
Philippines,PHL,2012,8.654289
Philippines,PHL,2016,10.636445
Philippines,PHL,2017,7.746033
Philippines,PHL,2018,5.204993
Philippines,PHL,2019,4.315968









Poland,POL,1990,1.7838259
Poland,POL,1991,2.2244124
Poland,POL,1992,2.2403896
Poland,POL,1993,2.3617344
Poland,POL,1994,2.389548
Poland,POL,1995,2.2212398
Poland,POL,1996,2.273354
Poland,POL,1997,2.1017745
Poland,POL,1998,1.977593
Poland,POL,1999,1.9319537
Poland,POL,2000,2.2205236
Poland,POL,2001,2.0070941
Poland,POL,2002,1.8526436
Poland,POL,2008,0.8462503
Poland,POL,2009,1.0037534
Poland,POL,2010,0.9948869
Poland,POL,2011,1.0926741
Poland,POL,2012,1.0588757
Poland,POL,2013,0.79000497
Poland,POL,2014,0.74387264
Poland,POL,2015,0.772959
Poland,POL,2016,0.6747619
Poland,POL,2017,0.74481976
Poland,POL,2018,0.70869595
Poland,POL,2019,0.6572521
Poland,POL,2020,0.692197
Poland,POL,2021,0.71265






Portugal,PRT,1990,1.5475528
Portugal,PRT,1991,1.5226
Portugal,PRT,1992,1.4297107
Portugal,PRT,1993,1.399619
Portugal,PRT,1994,1.4274157
Portugal,PRT,1995,1.0844424
Portugal,PRT,1996,1.0507903
Portugal,PRT,1997,1.1253092
Portugal,PRT,1998,1.2279683
Portugal,PRT,1999,1.0651429
Portugal,PRT,2000,1.1261452
Portugal,PRT,2001,1.0123585
Portugal,PRT,2002,1.1408397
Portugal,PRT,2005,1.2828658
Portugal,PRT,2010,1.1710927
Portugal,PRT,2011,1.0790523
Portugal,PRT,2012,1.1594659
Portugal,PRT,2013,1.3760765
Portugal,PRT,2014,0.88390386
Portugal,PRT,2015,0.9647448
Portugal,PRT,2016,0.63874555
Portugal,PRT,2017,0.7373251
Portugal,PRT,2018,0.78718466
Portugal,PRT,2019,0.70943195
Portugal,PRT,2020,0.7865459
Portugal,PRT,2021,0.7968822












Romania,ROU,1990,3.4856887
Romania,ROU,1991,3.6160693
Romania,ROU,1992,3.6796691
Romania,ROU,1993,3.2436016
Romania,ROU,1994,3.4286559
Romania,ROU,1995,3.363935
Romania,ROU,1996,3.2206452
Romania,ROU,1997,3.1090825
Romania,ROU,1998,2.5314465
Romania,ROU,1999,2.5681736
Romania,ROU,2000,2.5365107
Romania,ROU,2001,3.2067766
Romania,ROU,2002,3.0295289
Romania,ROU,2003,3.2400243
Romania,ROU,2004,2.2875357
Romania,ROU,2005,2.0528853
Romania,ROU,2006,1.707366
Romania,ROU,2007,1.8270141
Romania,ROU,2008,1.4661968
Romania,ROU,2009,1.2606078
Romania,ROU,2010,1.3080759
Romania,ROU,2011,1.0138334
Romania,ROU,2012,1.0527822
Romania,ROU,2013,1.0863853
Romania,ROU,2014,1.6253384
Romania,ROU,2015,1.7029973
Romania,ROU,2016,1.5456247
Romania,ROU,2017,1.2944916
Romania,ROU,2018,1.275069
Romania,ROU,2019,1.2497303
Romania,ROU,2020,1.4453217
Romania,ROU,2021,1.2623806





Russia,RUS,1990,14.286612
Russia,RUS,1991,15.237573
Russia,RUS,1992,22.801723
Russia,RUS,1993,30.262476
Russia,RUS,1994,32.164406
Russia,RUS,1995,30.464308
Russia,RUS,1996,26.36585
Russia,RUS,1997,23.654865
Russia,RUS,1998,22.72119
Russia,RUS,1999,25.944033
Russia,RUS,2000,27.981916
Russia,RUS,2001,29.350595
Russia,RUS,2002,30.394917
Russia,RUS,2003,28.813345
Russia,RUS,2004,27.194326
Russia,RUS,2005,24.781633
Russia,RUS,2006,20.122972
Russia,RUS,2007,17.73156
Russia,RUS,2008,12.711187
Russia,RUS,2009,12.334836
Russia,RUS,2010,11.651562
Russia,RUS,2011,11.282427
Russia,RUS,2012,11.311754
Russia,RUS,2013,11.137363
Russia,RUS,2014,11.446784
Russia,RUS,2015,11.506314
Russia,RUS,2016,10.93246
Russia,RUS,2017,9.139064
Russia,RUS,2018,8.214083
Russia,RUS,2019,7.68617
Russia,RUS,2020,7.3459663
Russia,RUS,2021,6.7993197










Serbia,SRB,2000,2.873338
Serbia,SRB,2001,3.069037
Serbia,SRB,2002,2.5302784
Serbia,SRB,2003,2.2313893
Serbia,SRB,2004,2.0856133
Serbia,SRB,2005,1.8771683
Serbia,SRB,2006,2.0013363
Serbia,SRB,2007,2.2041268
Serbia,SRB,2008,1.8128154
Serbia,SRB,2009,2.0031128
Serbia,SRB,2010,1.7246451
Serbia,SRB,2011,1.6927093
Serbia,SRB,2012,1.4490178
Serbia,SRB,2013,1.8370023
Serbia,SRB,2014,1.5641652
Serbia,SRB,2015,1.3298764
Serbia,SRB,2016,1.5480521
Serbia,SRB,2017,1.1520613
Serbia,SRB,2018,1.4124639
Serbia,SRB,2019,1.1890196
Serbia,SRB,2020,1.1416138
Serbia,SRB,2021,1.0552616






Slovakia,SVK,1990,1.7676222
Slovakia,SVK,1991,2.4241385
Slovakia,SVK,1993,2.5742881
Slovakia,SVK,1994,2.4162683
Slovakia,SVK,1995,2.392525
Slovakia,SVK,1996,2.4634728
Slovakia,SVK,1997,2.609103
Slovakia,SVK,1998,2.3831332
Slovakia,SVK,1999,2.623441
Slovakia,SVK,2000,2.3992457
Slovakia,SVK,2001,2.1947546
Slovakia,SVK,2002,2.2510765
Slovakia,SVK,2003,2.5491333
Slovakia,SVK,2004,2.0093284
Slovakia,SVK,2005,1.729833
Slovakia,SVK,2006,1.5249472
Slovakia,SVK,2007,1.5246221
Slovakia,SVK,2008,1.5980272
Slovakia,SVK,2009,1.4474126
Slovakia,SVK,2010,1.6492403
Slovakia,SVK,2011,1.7768961
Slovakia,SVK,2012,1.3865052
Slovakia,SVK,2013,1.4405127
Slovakia,SVK,2014,1.328519
Slovakia,SVK,2015,0.8848832
Slovakia,SVK,2016,1.1047275
Slovakia,SVK,2017,1.470746
Slovakia,SVK,2018,1.2300924
Slovakia,SVK,2019,1.3934921
Slovakia,SVK,2020,1.154548
Slovakia,SVK,2021,1.0096148







Slovenia,SVN,1990,2.0644262
Slovenia,SVN,1991,2.0102549
Slovenia,SVN,1992,2.410437
Slovenia,SVN,1993,1.3054277
Slovenia,SVN,1994,2.0588024
Slovenia,SVN,1995,2.2098272
Slovenia,SVN,1996,1.9089084
Slovenia,SVN,1997,1.8092016
Slovenia,SVN,1998,0.70412654
Slovenia,SVN,1999,1.2586462
Slovenia,SVN,2000,1.8142061
Slovenia,SVN,2001,1.4123673
Slovenia,SVN,2002,1.8147292
Slovenia,SVN,2003,1.0555886
Slovenia,SVN,2004,1.3522166
Slovenia,SVN,2005,0.99761647
Slovenia,SVN,2006,0.59595656
Slovenia,SVN,2007,1.1862227
Slovenia,SVN,2008,0.4916341
Slovenia,SVN,2009,0.6355172
Slovenia,SVN,2010,0.7291154
Slovenia,SVN,2011,0.7746485
Slovenia,SVN,2012,0.67653966
Slovenia,SVN,2013,0.5790459
Slovenia,SVN,2014,0.7711152
Slovenia,SVN,2015,0.96114016
Slovenia,SVN,2016,0.47846434
Slovenia,SVN,2017,0.90545523
Slovenia,SVN,2018,0.42736584
Slovenia,SVN,2019,0.662596
Slovenia,SVN,2020,0.51944596
Slovenia,SVN,2021,0.4246466






Spain,ESP,1990,1.2444314
Spain,ESP,1991,1.1270077
Spain,ESP,1992,1.1243491
Spain,ESP,1993,1.2019016
Spain,ESP,1994,1.0826846
Spain,ESP,1995,1.0322853
Spain,ESP,1996,0.9925875
Spain,ESP,1997,1.1523131
Spain,ESP,1998,1.2932843
Spain,ESP,1999,1.19875
Spain,ESP,2000,1.3573333
Spain,ESP,2001,1.4084697
Spain,ESP,2002,1.3597683
Spain,ESP,2003,1.3899982
Spain,ESP,2004,1.2104378
Spain,ESP,2005,1.1857516
Spain,ESP,2006,1.071521
Spain,ESP,2007,1.0652927
Spain,ESP,2008,0.8854267
Spain,ESP,2009,0.8885482
Spain,ESP,2010,0.8610181
Spain,ESP,2011,0.8238954
Spain,ESP,2012,0.77850837
Spain,ESP,2013,0.64802057
Spain,ESP,2014,0.6951536
Spain,ESP,2015,0.65042275
Spain,ESP,2016,0.6326211
Spain,ESP,2017,0.65902215
Spain,ESP,2018,0.61762637
Spain,ESP,2019,0.7022923
Spain,ESP,2020,0.6291724
Spain,ESP,2021,0.6106943






Sweden,SWE,1990,1.1113183
Sweden,SWE,1991,1.3381163
Sweden,SWE,1992,1.3194029
Sweden,SWE,1993,1.2437518
Sweden,SWE,1994,1.146334
Sweden,SWE,1995,0.9933213
Sweden,SWE,1996,1.1268576
Sweden,SWE,1997,0.9877531
Sweden,SWE,1998,1.042064
Sweden,SWE,1999,1.1413879
Sweden,SWE,2000,1.0821726
Sweden,SWE,2001,0.97788537
Sweden,SWE,2002,1.1315243
Sweden,SWE,2003,0.9485012
Sweden,SWE,2004,1.1883261
Sweden,SWE,2005,0.916951
Sweden,SWE,2006,0.9994816
Sweden,SWE,2007,1.2112254
Sweden,SWE,2008,0.88847756
Sweden,SWE,2009,0.99984807
Sweden,SWE,2010,0.9699704
Sweden,SWE,2011,0.85556865
Sweden,SWE,2012,0.71159583
Sweden,SWE,2013,0.9016542
Sweden,SWE,2014,0.89253575
Sweden,SWE,2015,1.1371311
Sweden,SWE,2016,1.0649716
Sweden,SWE,2017,1.1234626
Sweden,SWE,2018,1.0627518
Sweden,SWE,2019,1.0810367
Sweden,SWE,2020,1.1958759
Sweden,SWE,2021,1.0795734





Switzerland,CHE,1990,1.6389308
Switzerland,CHE,1991,1.4421536
Switzerland,CHE,1992,1.3530856
Switzerland,CHE,1993,1.5138144
Switzerland,CHE,1994,1.1442405
Switzerland,CHE,1995,1.1650546
Switzerland,CHE,1996,1.1740259
Switzerland,CHE,1997,1.2276002
Switzerland,CHE,1998,1.0691845
Switzerland,CHE,1999,1.2461151
Switzerland,CHE,2000,0.9607273
Switzerland,CHE,2001,1.1904098
Switzerland,CHE,2002,1.1818901
Switzerland,CHE,2009,0.6593914
Switzerland,CHE,2010,0.6647546
Switzerland,CHE,2011,0.5814702
Switzerland,CHE,2012,0.5627998
Switzerland,CHE,2013,0.7047158
Switzerland,CHE,2014,0.50074553
Switzerland,CHE,2015,0.6882618
Switzerland,CHE,2016,0.53744835
Switzerland,CHE,2017,0.5324381
Switzerland,CHE,2018,0.5872381
Switzerland,CHE,2019,0.53640634
Switzerland,CHE,2020,0.5440688
Switzerland,CHE,2021,0.48323596








Thailand,THA,1990,9.67618
Thailand,THA,1991,9.956704
Thailand,THA,1992,10.464948
Thailand,THA,1993,9.488765
Thailand,THA,1994,8.54092
Thailand,THA,1995,7.643269
Thailand,THA,1996,7.430524
Thailand,THA,1997,7.8489423
Thailand,THA,1998,8.682454
Thailand,THA,1999,8.090624
Thailand,THA,2000,8.153285
Thailand,THA,2001,7.8868947
Thailand,THA,2002,7.0660505
Thailand,THA,2003,9.932545
Thailand,THA,2004,6.5425262
Thailand,THA,2005,7.301581
Thailand,THA,2006,7.0673003
Thailand,THA,2007,6.636564
Thailand,THA,2008,5.9024267
Thailand,THA,2009,5.460552
Thailand,THA,2010,5.352239
Thailand,THA,2011,4.812783












Turkey,TUR,2003,4.2427297
Turkey,TUR,2004,4.2988815
Turkey,TUR,2005,4.8104415
Turkey,TUR,2006,4.551637
Turkey,TUR,2007,5.1072197
Turkey,TUR,2008,4.566695
Turkey,TUR,2010,4.1860585
Turkey,TUR,2011,4.126791
Turkey,TUR,2012,4.2721963
Turkey,TUR,2015,2.806161
Turkey,TUR,2016,3.3374724
Turkey,TUR,2017,3.0953896
Turkey,TUR,2018,2.60961
Turkey,TUR,2019,2.4196925
Turkey,TUR,2020,2.5054843
Turkey,TUR,2021,2.5195987






Ukraine,UKR,1990,4.958343
Ukraine,UKR,1991,5.1245513
Ukraine,UKR,1992,6.5076566
Ukraine,UKR,1993,7.138109
Ukraine,UKR,1994,8.202011
Ukraine,UKR,1995,8.630809
Ukraine,UKR,1996,9.672811
Ukraine,UKR,1997,8.433435
Ukraine,UKR,1998,8.43286
Ukraine,UKR,1999,8.617173
Ukraine,UKR,2000,9.0385065
Ukraine,UKR,2001,10.025915
Ukraine,UKR,2002,8.954377
Ukraine,UKR,2003,8.488489
Ukraine,UKR,2004,7.3780265
Ukraine,UKR,2005,6.458818
Ukraine,UKR,2006,6.348654
Ukraine,UKR,2007,5.71329
Ukraine,UKR,2008,5.3535447
Ukraine,UKR,2009,4.8840175
Ukraine,UKR,2010,4.3517265
